year,month,model_price,world_stock,leg,crop,obs_price
2023,8,979.6587024325806,98.39090802822005,tau,rice,556.4421166696767
2023,9,972.7163152497078,153.48207272158226,tau,rice,543.2978147011016
2023,10,893.0581289517933,199.67214568259357,tau,rice,517.0092107639515
2023,11,832.1692865522764,207.6535559082104,tau,rice,524.0195051471916
2023,12,786.4696304177323,187.33657386675134,tau,rice,564.3286978508216
2021,1,422.90822773787545,113.90730333907896,full,rice,498.1464106480471
2021,2,420.93551329960354,72.7862929601593,full,rice,509.1147719834169
2021,3,425.8585560546612,42.989324191855026,full,rice,479.8658084224307
2021,4,435.26519370936734,30.700899777214403,full,rice,452.44490508400605
2021,5,442.4439243222667,26.14273888638231,full,rice,450.6168448614444
2021,6,452.73242161965646,28.88380815076506,full,rice,425.93803185686227
2021,7,463.8473237710814,44.98194881253343,full,rice,378.4084660702597
2021,8,450.7315902174406,80.38954068496557,full,rice,368.3541348461706
2021,9,425.6740248604369,131.77349829048927,full,rice,365.6120445123281
2021,10,413.88042830688175,174.78600280722543,full,rice,366.52607462360896
2021,11,382.5639410383834,180.87197795024076,full,rice,365.6120445123281
2021,12,355.9413835447442,159.21624270284633,full,rice,365.6120445123281
2022,1,369.3092288499676,119.03892865501197,full,rice,363.5560897435897
2022,2,396.86980019469394,77.9069219163786,full,rice,363.5560897435897
2022,3,427.77116819031767,42.844989269319285,full,rice,359.29899267399264
2022,4,441.16960291744635,25.264527141330287,full,rice,366.9617673992674
2022,5,446.5098441290392,20.371980573682897,full,rice,395.05860805860806
2022,6,456.1143866089886,23.11168716707585,full,rice,378.0302197802198
2022,7,471.48984676219334,39.11846893795791,full,rice,355.893315018315
2022,8,462.2209508164385,74.61922171105016,full,rice,366.9617673992674
2022,9,562.8961548253244,126.50550887276673,full,rice,373.7731227106227
2022,10,595.2323168907301,172.08458024626924,full,rice,366.9617673992674
2022,11,771.4664196636273,181.71028423376106,full,rice,374.6245421245422
2022,12,893.7375146375723,165.8406826549117,full,rice,397.6128663003663
2023,1,820.0305479474897,130.95894591755587,full,rice,453.0402745168864
2023,2,709.1260426871821,93.96396892360818,full,rice,431.1331045692613
2023,3,724.7519364816674,62.0425681721362,full,rice,417.1125158027813
2023,4,806.0733817352408,42.103767199479265,full,rice,439.0196857504063
2023,5,867.9840543687717,33.88329988127124,full,rice,446.9062669315514
2023,6,881.9074057178559,39.48589359047773,full,rice,450.41141412317137
2023,7,968.5288103685461,59.324929801519914,full,rice,479.3288784540365
2023,8,994.7385709756609,99.59234230313298,full,rice,556.4421166696767
2023,9,982.9013651768727,154.9966976612377,full,rice,543.2978147011016
2023,10,901.5895581676638,201.30799829805136,full,rice,517.0092107639515
2023,11,838.7517644252537,209.24973560104542,full,rice,524.0195051471916
2023,12,790.2094732098467,188.7069302810931,full,rice,564.3286978508216
