year,month,model_price,world_stock,obs_price,grain,subst_scale,leg
2023,10,563.9681265244491,980.6530823033004,202.12497032053815,maize,0.3,tau
2023,11,584.7097081636325,1116.463067338822,185.1278986941037,maize,0.3,tau
2023,12,620.8787394504393,1045.5820006185022,180.92243767313025,maize,0.3,tau
2021,1,300.56692743193014,653.6084454781075,214.3483622350674,maize,0.6,full
2021,2,366.3544849052363,573.4204344746088,224.12886319845856,maize,0.6,full
2021,3,441.59771929299575,527.9997842423843,224.12886319845856,maize,0.6,full
2021,4,507.77602417295634,490.3789072991452,245.15236994219651,maize,0.6,full
2021,5,571.1125581797214,440.6132295896877,279.06420038535646,maize,0.6,full
2021,6,610.951663696494,377.68963424210597,267.45556840077074,maize,0.6,full
2021,7,611.2944457491168,295.33910941040165,254.47583815028895,maize,0.6,full
2021,8,596.6543415142268,210.9588387677817,234.54921001926783,maize,0.6,full
2021,9,586.0590482422037,430.35271040548685,215.35383429672444,maize,0.6,full
2021,10,598.4577637174104,763.6099580784085,219.0100963391137,maize,0.6,full
2021,11,620.3686010277013,932.2321690242097,227.32809248554912,maize,0.6,full
2021,12,619.3573904914526,880.1439496657721,241.7703275529865,maize,0.6,full
