year,my_month,model_ending_stock,model_my_end_stock,psd_ending_stocks,psd_consumption,psd_stu,model_stu,model_my_stu,model_my_end_ex_china,psd_ending_ex_china,psd_consumption_ex_china,model_my_stu_ex_china,psd_stu_ex_china,china_model_stock,china_psd_stock,china_psd_share,model_my_end_ex_china_india,psd_ending_ex_china_india,psd_consumption_ex_china_india,model_my_stu_ex_china_india,psd_stu_ex_china_india
2006,8,125.73138746031066,74.9418237868909,76.35799999999999,415.449,0.18379632638422522,0.3026397643520881,0.18038754164022755,40.77871605477082,40.44299999999999,288.249,0.14147045108489817,0.14030577729671218,34.163107732120075,35.915,0.47035019251420945,27.47565655557363,29.01299999999999,201.554,0.13631908349908028,0.1439465354197882
2007,8,143.60720696272412,85.6704179460616,82.312,423.794,0.19422644020443894,0.33886087807454596,0.20215108742941526,49.185202349006246,44.312,296.339,0.16597613661720612,0.1495314487799446,36.48521559705536,38.0,0.4616580814462047,32.34415279054103,31.311999999999998,205.88099999999997,0.1571012030762481,0.15208785657734322
2008,8,165.024745620452,106.68278996576124,95.01100000000001,432.892,0.21947968546427288,0.381214588443427,0.24644204551195506,67.07328303363543,55.51100000000001,300.11,0.22349566170282706,0.1849688447569225,39.60950693212581,39.5,0.4157413352138173,43.25382207730769,36.51100000000001,209.02799999999996,0.20692836403404183,0.17467037908796915
2009,8,159.58627306573806,108.63891374659812,97.498,432.237,0.2255660667642983,0.3692101163614824,0.2513410784976717,68.43210552339137,55.498000000000005,297.66100000000006,0.22989946792959562,0.18644699843110113,40.20680822320675,42.0,0.43077806724240497,46.074076924043425,34.998000000000005,212.16000000000003,0.2171666521683796,0.164960407239819
2010,8,160.1271859923417,107.76394627892383,102.79500000000002,440.841,0.23317930954697955,0.36323115588691096,0.24445082530645704,67.80807295916581,58.295000000000016,305.243,0.22214456337791796,0.19097899050920092,39.95587331975801,44.5,0.43290043290043284,45.944561860664855,34.795000000000016,215.047,0.21364893191100018,0.1618018386678262
2011,8,165.2756382424139,110.44821676153573,112.699,452.063,0.2492993233244039,0.365603108952544,0.24432040835356075,70.75602009538846,62.699,314.196,0.2251970747412076,0.1995537817158716,39.69219666614727,50.0,0.44365965980177285,46.12825147728286,37.599000000000004,220.87099999999998,0.20884702598930083,0.17023058708476896
