scenario,W,revenue,penalty,s_gov,mean_stock,min_stock,mean_price,sum_exports,tau
calm,2539.3596170780916,2539.3596170780916,0.0,18.125120000000003,22.12681778790694,4.685996536753103,213.54633246527783,11.891375458255581,0.0
calm,2343.2535555825157,2343.2535555825157,0.0,18.125120000000003,22.172576249028356,4.751071168034675,202.33607679138228,11.735385013063166,0.3
calm,2425.33587167929,2425.33587167929,0.0,18.125120000000003,22.834991311705426,5.360146194257544,229.4482193854401,10.71780891627591,0.6
calm,2281.5030880646927,2281.5030880646927,0.0,18.125120000000003,24.318791627510876,6.850026674273241,264.0058667327331,8.530419914115615,0.9
shock,411.50929968170806,589.234662079683,177.72536239797486,18.125120000000003,14.27668566036292,4.482433831980384,208.44776184790499,3.269272208461324,0.0
shock,467.4223677898553,620.6605313147644,153.2381635249091,18.125120000000003,14.55162773606419,4.72262530216463,224.46281718079126,3.1951838342814955,0.3
shock,531.5845363097277,650.4655136875961,118.88097737786832,18.125120000000003,14.97762129232396,5.166308314189175,243.61951652518007,3.0443324728874073,0.6
shock,425.5126370452773,468.51080357168615,42.99816652640883,18.125120000000003,16.232190908917243,6.440448973558904,268.78470371788745,1.880074038898261,0.9
