crop,country,window,y0,m0,y1,m1,n_steps,mean_cut,offer_full,offer_shocks,offer_ratio,ship_full,ship_shocks,ship_ratio,ship_sum_full,ship_sum_shocks
wheat,Russia,assert_AugDec2010,2010,8,2010,12,10,0.9499999999999998,0.632837054801445,5.974640293890108,0.10592052804394066,0.3320867715627046,0.4193047779562207,0.7919937692610256,3.320867715627046,4.193047779562207
wheat,Ukraine,quota_2010_11,2010,10,2011,6,18,0.6999999999999998,0.5384439200159596,0.43708703196187393,1.2318917758761756,0.12971988967749484,0.09084403207718639,1.4279406881376342,2.3349580141949073,1.635192577389355
