crop,country,window,n_steps,shipped_lost,shipped_replaced,shipped_replacement,ces_lost,ces_replaced,ces_replacement,unmet_frac_shipped,unmet_frac_ces
wheat,Russia,2010-08->2010-12,10,4.2977374756831885,0.7644778008326754,0.17787912946245055,4.285588018798334,5.450675118285253,1.2718616662115847,0.3995123597992312,0.29406733877436675
maize,USA,2008-01->2008-12,24,57.11878566588788,9.402093053170118,0.1646059688342635,58.91036298187616,38.435096568720496,0.6524335384004525,0.662042359758747,0.4079467101849044
maize,Argentina,2007-05->2008-01,18,10.771220557004076,2.744638557833429,0.254812214020509,11.167986330986485,8.396880998594945,0.751870637170921,0.49184311792673246,0.4305590280802958
rice,Vietnam,2008-09->2008-11,6,1.195920128053467,0.26603201101232676,0.22244964757415056,1.5390270482765223,2.7999974893070223,1.8193296163589825,0.47386290691455246,0.17234514605387238
rice,India,2007-10->2007-12,6,1.8046532056805296,0.6172753412265369,0.34204651579790046,1.665854412070956,1.2824507834238232,0.7698456564577614,0.6570644805963333,0.505505688714514
