crop,variant,country,offer_share,p_base,p_ko,lift,lost_mmt,replaced_mmt,replacement_ratio,d_world_ship,d_p_trade,d_free,mean_block_frac
wheat,shipped,USA,0.12278843546032651,192.48267469188204,407.7480712353233,1.1183624546366517,22.966056328587396,-0.3872157319897571,-0.01686034931072444,-23.353272060577154,1.2004374056078584,5.032120277993095,0.25526791324705006
wheat,shipped,Russia,0.09810490753621916,192.48267469188204,276.59815947252656,0.4370028882614654,11.599299443186448,1.3016998605702081,0.11222228264266775,-10.297599582616243,0.43654811359689855,1.630506692581216,0.11110568912424727
wheat,shipped,EU,0.19972023659641852,192.48267469188204,296.01127045682296,0.5378592952880825,8.999930150805692,-1.2766597223690992,-0.14185218118107393,-10.2765898731748,0.5446581492848208,-5.247481801566666,0.13682885778788925
wheat,shipped,Ukraine,0.051978521543847085,192.48267469188204,213.15200008841325,0.10738278356541842,3.7720354765276727,0.7286566824094101,0.19317333756366764,-3.0433787941182686,0.10204017181705032,-0.7744606573053234,0.02590048238852641
wheat,shipped,Kazakhstan,0.03915457873765167,192.48267469188204,231.28225074377164,0.20157438124755012,5.744867153898121,0.42517260784035993,0.07400912787893857,-5.319694546057761,0.19742561203144965,2.1696364307917437,0.055011045096252376
wheat,shipped,Canada,0.06840823796961142,192.48267469188204,299.7061178296316,0.5570550352616837,12.858709324753933,0.3711829519723153,0.02886626819207754,-12.487526372781602,0.5828716782187072,5.779257121117403,0.14309829465163923
wheat,shipped,Australia,0.0416783599158504,192.48267469188204,295.7996655351207,0.5367599499987417,13.570604870006852,0.6621449586959436,0.048792589942647804,-12.9084599113109,0.556653640515923,6.800019615442426,0.11572299584255373
wheat,shipped,Argentina,0.02987503600976297,192.48267469188204,285.12325380874853,0.481293078793515,9.416553767552557,-0.09416974317945881,-0.010000446607542107,-9.51072351073202,0.5189190178146004,6.602907659882059,0.1054725568317969
wheat,shipped,India,0.14742110652515786,192.48267469188204,223.8433140524935,0.16292707596053635,7.723996531712978,0.32095341736729965,0.04155276559868168,-7.403043114345678,0.14060666754607803,-6.235859600083337,0.001309935121631578
wheat,shipped,China,0.19967549554705152,192.48267469188204,215.07134142847198,0.11735428538048365,3.1797317748109033,1.0315316857659482,0.32440839631113,-2.1482000890449626,0.1027847805438647,-10.07991159313122,0.023653838836923836
wheat,shipped,Mexico,0.001126608432455534,192.48267469188204,195.0624405220473,0.013402587190222803,0.21815767848095008,-0.2627125320436289,-1.2042323418222907,-0.48087021052457146,0.012941814111192112,0.39728017318021003,0.004695491083173103
wheat,no_ask_rival,USA,0.12278843546032651,192.48267469188204,309.88544855891377,0.6099394350944314,22.966056328587396,6.144828765195469,0.2675613382323106,-16.82122756339193,0.3269819535315673,-0.5040619964988385,0.25348182296261773
wheat,no_ask_rival,Russia,0.09810490753621916,192.48267469188204,247.1938694381945,0.28423958069936317,11.599299443186448,2.8080995312873465,0.2420921664313834,-8.791199911899099,0.16413416030051087,-1.1293666701781995,0.11151206383816341
wheat,no_ask_rival,EU,0.19972023659641852,192.48267469188204,255.52601427662785,0.3275273459580861,8.999930150805692,0.9462199716677325,0.10513636837315064,-8.053710179137951,0.18068072516118078,-7.9549827791649745,0.1365862620623303
wheat,no_ask_rival,Ukraine,0.051978521543847085,192.48267469188204,207.90360847650916,0.08011595749753742,3.7720354765276727,1.0665267320479925,0.2827456790066508,-2.7055087444796726,0.053316509382130214,-1.484022870536144,0.025884331814622075
wheat,no_ask_rival,Kazakhstan,0.03915457873765167,192.48267469188204,219.22195571749887,0.13891785880687668,5.744867153898121,1.3389762023481782,0.2330734839429019,-4.405890951549935,0.0859543601479553,0.7127274125456845,0.054955522185816265
wheat,no_ask_rival,Canada,0.06840823796961142,192.48267469188204,256.2578843705316,0.3313296107337358,12.858709324753933,2.6341795263018923,0.2048556709522089,-10.22452979845204,0.18465067836407853,2.1388968255875356,0.14304059544231085
wheat,no_ask_rival,Australia,0.0416783599158504,192.48267469188204,262.20127908026745,0.3622071674761791,13.570604870006852,1.9704393229163077,0.14519907858133024,-11.600165547090526,0.250250770264962,4.466983467869168,0.11569277997559994
wheat,no_ask_rival,Argentina,0.02987503600976297,192.48267469188204,249.12937820297068,0.294295076695948,9.416553767552557,0.9974414199019008,0.10592425260065651,-8.419112347650653,0.20185794684452482,4.162678492798799,0.10502644697346923
wheat,no_ask_rival,India,0.14742110652515786,192.48267469188204,223.5779217550934,0.16154829058245013,7.723996531712978,0.3523744324194078,0.04562073933780761,-7.371622099293575,0.13823998648935848,-6.25920030551526,0.0013104778788705894
wheat,no_ask_rival,China,0.19967549554705152,192.48267469188204,209.95269952779915,0.09076154445527296,3.1797317748109033,1.333263190219407,0.41930052112609256,-1.8464685845914914,0.05701905498762808,-10.615590819823723,0.02362102179408136
wheat,no_ask_rival,Mexico,0.001126608432455534,192.48267469188204,194.67396463565532,0.011384348992869109,0.21815767848095008,-0.23905937943559943,-1.0958100631625236,-0.45721705791655154,0.008739734966042434,0.32558619860050975,0.004693948106520015
wheat,no_rival_no_block,USA,0.12278843546032651,192.48267469188204,225.75466347417367,0.172857057579608,22.966056328587396,9.008477788402796,0.39225183721200485,-13.957578540184599,0.07441204526667948,-9.749101162640702,0.2505480174918339
wheat,no_rival_no_block,Russia,0.09810490753621916,192.48267469188204,208.44380628985195,0.08292243249175435,11.599299443186448,4.577290727497021,0.3946178603213637,-7.022008715689424,0.03887637067610339,-6.4223674654602165,0.1124612107237768
wheat,no_rival_no_block,EU,0.19972023659641852,192.48267469188204,206.85838291181722,0.07468572557476771,8.999930150805692,3.5063896205734397,0.3896018704389101,-5.493540530232252,0.031200967902998342,-13.183997522620798,0.13597512956946553
wheat,no_rival_no_block,Ukraine,0.051978521543847085,192.48267469188204,198.6617498655602,0.03210198104099171,3.7720354765276727,1.390913097020915,0.3687433762689084,-2.381122379506749,0.021557027357462972,-2.9468072990902345,0.025896631589296143
wheat,no_rival_no_block,Kazakhstan,0.03915457873765167,192.48267469188204,199.98081184121665,0.038954867815180316,5.744867153898121,2.0305565288703122,0.3534557848726752,-3.7143106250278066,0.021933800303749335,-2.189453505247569,0.055009387863018934
wheat,no_rival_no_block,Canada,0.06840823796961142,192.48267469188204,208.22206414341588,0.08177042155471281,12.858709324753933,4.640789501962453,0.3609063230808555,-8.217919822791472,0.0334476401420338,-4.395942174195356,0.1436334873169395
wheat,no_rival_no_block,Australia,0.0416783599158504,192.48267469188204,220.40851743789426,0.14508237061187312,13.570604870006852,3.617487975735088,0.26656792459784157,-9.953116894271758,0.11763804502386385,-0.5724837018407106,0.1170765601152447
wheat,no_rival_no_block,Argentina,0.02987503600976297,192.48267469188204,212.2782270177481,0.1028432941175299,9.416553767552557,2.9167189041984454,0.30974377422968036,-6.49983486335411,0.08744753317844046,-0.37205123911845267,0.10336212588052524
wheat,no_rival_no_block,India,0.14742110652515786,192.48267469188204,223.04811353219873,0.15879579234465924,7.723996531712978,0.38990631185142277,0.05047986625195336,-7.334090219861551,0.13658753577101065,-6.318668494558641,0.0013108477421647838
wheat,no_rival_no_block,China,0.19967549554705152,192.48267469188204,200.86520605421694,0.043549536994710314,3.1797317748109033,1.7321802472285195,0.5447567184598554,-1.4475515275823767,0.027437010891285557,-11.806529127887602,0.023561938850263392
wheat,no_rival_no_block,Mexico,0.001126608432455534,192.48267469188204,192.66151710047495,0.000929135096855882,0.21815767848095008,-0.08108514220385138,-0.3716813580363245,-0.29924282068479613,0.0002461288659248888,-0.02713073235886121,0.004700666737153605
maize,shipped,USA,0.6518455534475185,105.32583866687905,486.0700703154412,3.614917635289541,76.57935695114064,5.49607299586007,0.07176964151535888,-71.08328395528056,2.502080462362261,-45.40429297019025,0.6739882143791656
maize,shipped,Russia,0.007539749341996175,105.32583866687905,105.67274630588281,0.0032936613028162753,0.08664816216590876,-0.10853302678765887,-1.2525715961504904,-0.19518118895356906,0.0023248627191410722,-0.736684839693981,0.000498439673545655
maize,shipped,EU,0.02017302211033214,105.32583866687905,109.74461019776084,0.04195334769521586,0.010999530832524763,-1.6388166039458787,-148.98968227808632,-1.6498161347784048,0.04090781712610839,0.23316917181167737,0.013884186321107135
maize,shipped,Ukraine,0.02973786250867428,105.32583866687905,110.58708782533829,0.04995212214829192,2.050594876066556,-0.683358062259669,-0.33324869296976106,-2.733952938326226,0.04215379918324939,-1.1244323003473031,0.010477074977676892
maize,shipped,Kazakhstan,0.0004092363696304571,105.32583866687905,105.34509601560512,0.00018283594006773818,0.004840360224670784,-0.006015732406665628,-1.2428274193321607,-0.010856092631343017,0.00013890056367583,-0.04053901675216013,3.781123271010143e-05
maize,shipped,Canada,0.0045220725512706995,105.32583866687905,105.92008420083282,0.005641972961955011,4.770572985691666e-05,-0.28076717887294184,-5885.397408551219,-0.28081488460279047,0.0052776061020878675,-0.180506737471242,0.0018975368697729522
maize,shipped,Australia,0.000477484100793267,105.32583866687905,105.36104211500951,0.00033423373196961315,0.019110456003868268,0.003732034504918985,0.19528756949408013,-0.015378421498951411,0.0002218715597919995,-0.04677291113648548,3.336873720506162e-05
maize,shipped,Argentina,0.03736292169070784,105.32583866687905,176.70410707265432,0.6776900075918504,11.518800357525429,-8.39989239423485,-0.7292332650549896,-19.91869275176026,0.7001991474466555,18.625922894747564,0.1467475171997248
maize,shipped,Brazil,0.0585815496438555,105.32583866687905,157.74746899239162,0.49770911856975486,9.56492175181894,-7.497701422328141,-0.7838748310619812,-17.062623174147078,0.4859634032799018,10.826840762720773,0.09496962474692903
maize,shipped,India,0.012656575694634424,105.32583866687905,112.45369298152212,0.06767431814321268,1.3074587427464763,-1.6755218220734533,-1.2815102819640913,-2.9829805648199397,0.062369718268335164,2.1795874770422947,0.021481119175940516
maize,shipped,Thailand,0.001546273200825621,105.32583866687905,107.99721128692646,0.025362937089884685,0.06459983201551532,-0.8526064107949964,-13.198275973693258,-0.9172062428105079,0.022501139501757014,1.1353557762149464,0.009542667945070261
maize,shipped,Vietnam,0.0010502275380892341,105.32583866687905,105.33301128798053,6.809934952589636e-05,9.267776715535757e-06,-0.0008816174855143281,-95.12718234098749,-0.0008908852622369068,1.6254899628808796e-05,-0.13328393907664804,0.0
maize,shipped,China,0.1567183069601378,105.32583866687905,123.87237893695139,0.176087278343263,4.508057639481912,-3.454027033072723,-0.7661896340503928,-7.962084672554653,0.1519630417937282,-11.939100785428197,0.04623355781547387
maize,shipped,Egypt,0.0011182434371957036,105.32583866687905,105.35919714457806,0.0003167169435460693,0.00019444386773250248,-0.01290526654620974,-66.37013908797364,-0.013099710413953858,0.00024056686934738548,-0.12451746307085483,7.351293833179373e-05
maize,shipped,Indonesia,0.0024808048314435005,105.32583866687905,105.65300305028931,0.0031062119946181355,0.06905825785092792,-0.1788862420614764,-2.590367142588911,-0.24794449991242118,0.002578239643892333,-0.09844457711900272,0.0006673302287306329
maize,shipped,Mexico,0.0014434048147063821,105.32583866687905,105.74493300064063,0.003979026790254858,2.9886340554370347e-05,-0.20418881479814205,-6832.178547476367,-0.2042187011387,0.0037983908205721385,0.10267112032848343,0.0013844624346602344
maize,shipped,Nigeria,0.002705343845456065,105.32583866687905,105.34557145298635,0.00018734990726931855,0.00014280396027172642,-0.0022730733140476603,-15.917438912215541,-0.002415877274330569,4.431692385670956e-05,-0.34309337341374163,0.0
maize,shipped,RestOfWorld,0.009631367912732346,105.32583866687905,118.88522458576647,0.1287375072490291,0.2767382467918663,-5.253613455969927,-18.984052681092354,-5.530351702761806,0.1280240216550158,8.137977268671944,0.04125590334674125
maize,no_ask_rival,USA,0.6518455534475185,105.32583866687905,429.98903187735067,3.082464828381811,76.57935695114064,9.578179081738016,0.12507520907819988,-67.00117786940262,1.725230581102839,-50.40344992558911,0.6940800662585923
