crop,variant,country,offer_share,p_base,p_ko,lift,lost_mmt,replaced_mmt,replacement_ratio,d_world_ship,d_p_trade,d_free,mean_block_frac
maize,no_ask_rival,Russia,0.007539749341996175,105.32583866687905,105.6036264463329,0.0026374134112752134,0.08664816216590876,-0.07842434713231575,-0.9050895618784558,-0.16507250929821282,0.0013311662656907686,-0.7770215851029393,0.0004984274774735697
maize,no_ask_rival,EU,0.02017302211033214,105.32583866687905,107.73944332553135,0.022915598766661383,0.010999530832524763,-1.0535120101991677,-95.77790418878722,-1.064511541031706,0.011028190090779454,-0.9333245649992564,0.013866465701519434
maize,no_ask_rival,Ukraine,0.02973786250867428,105.32583866687905,109.02265442070411,0.03509884944298647,2.050594876066556,-0.16864635359263921,-0.08224264849239069,-2.2192412296591897,0.0192494129044984,-2.0447735473124102,0.010474394584610866
maize,no_ask_rival,Kazakhstan,0.0004092363696304571,105.32583866687905,105.339970574321,0.0001341732249258154,0.004840360224670784,-0.0037588744255066748,-0.7765691500289803,-0.008599234650176868,6.465383351464903e-05,-0.04358145241204229,3.781111288069238e-05
maize,no_ask_rival,Canada,0.0045220725512706995,105.32583866687905,105.65681038671941,0.0031423601656488387,4.770572985691666e-05,-0.1564434580634658,-3279.343142483831,-0.1564911637933335,0.0014768387614437647,-0.34510319466467543,0.0018969237550459511
maize,no_ask_rival,Australia,0.000477484100793267,105.32583866687905,105.35648272894896,0.000290945341216986,0.019110456003868268,0.005869202464242226,0.3071199589928259,-0.01324125353963268,0.00015577192521709992,-0.0496212048468454,3.336856889885001e-05
maize,no_ask_rival,Argentina,0.03736292169070784,105.32583866687905,137.09000807747762,0.3015800283448129,11.518800357525429,-2.0749483566202667,-0.18013580340114738,-13.593748714145704,0.1435419143087845,7.468244511872574,0.1413384770278142
maize,no_ask_rival,Brazil,0.0585815496438555,105.32583866687905,132.29462992363275,0.25605104690454605,9.56492175181894,-3.0153343711623917,-0.3152492460891248,-12.58025612298134,0.13587834364072712,2.834455281895604,0.09450613433699125
maize,no_ask_rival,India,0.012656575694634424,105.32583866687905,109.42035672473929,0.038874772892245835,1.3074587427464763,-0.7916636048332008,-0.6054979625362518,-2.0991223475796943,0.0178005173458049,0.6529512778050807,0.02121467722549335
maize,no_ask_rival,Thailand,0.001546273200825621,105.32583866687905,106.87904491829367,0.01474667822325193,0.06459983201551532,-0.49323434303426184,-7.635226403000535,-0.5578341750497771,0.0055383502412442685,0.6131911592836659,0.009475286867720825
maize,no_ask_rival,Vietnam,0.0010502275380892341,105.32583866687905,105.33301128798053,6.809934952589636e-05,9.267776715535757e-06,-0.0008816174855143281,-95.12718234098749,-0.0008908852622369068,1.6254899628808796e-05,-0.13328393907664804,0.0
maize,no_ask_rival,China,0.1567183069601378,105.32583866687905,116.58879401033899,0.10693439982075081,4.508057639481912,-1.2488241934360973,-0.2770204583230702,-5.756881832918026,0.04929983827491002,-14.838374164979156,0.04397622221431859
maize,no_ask_rival,Egypt,0.0011182434371957036,105.32583866687905,105.34877047136469,0.00021772249597895588,0.00019444386773250248,-0.007875629834409559,-40.50335927921423,-0.008070073702157288,9.02535848857434e-05,-0.13118525355207802,7.351278369581294e-05
maize,no_ask_rival,Indonesia,0.0024808048314435005,105.32583866687905,105.55811426387629,0.0022053049843910877,0.06905825785092792,-0.13790528271383062,-1.9969412349138433,-0.20696354056477162,0.0012233976551593514,-0.1526492079505566,0.000667495240901155
maize,no_ask_rival,Mexico,0.0014434048147063821,105.32583866687905,105.55393646056014,0.002165639472404335,2.9886340554370347e-05,-0.11357747455975872,-3800.313870918199,-0.11360736090031764,0.00103931333893724,-0.01698113638959775,0.0013841149515005004
maize,no_ask_rival,Nigeria,0.002705343845456065,105.32583866687905,105.34557145298635,0.00018734990726931855,0.00014280396027172642,-0.0022730733140476603,-15.917438912215541,-0.002415877274330569,4.431692385670956e-05,-0.34309337341374163,0.0
maize,no_ask_rival,RestOfWorld,0.009631367912732346,105.32583866687905,114.07300341032601,0.08304861232685923,0.2767382467918663,-2.8989135021031833,-10.47529040784682,-3.1756517488950493,0.03502934351476128,4.440990149942701,0.0518288466847265
maize,no_rival_no_block,USA,0.6518455534475185,105.32583866687905,253.97886709533236,1.4113633492974884,76.57935695114064,17.6219107380089,0.2301130675366219,-58.95744621313174,0.8339985078788541,-72.80949360427915,0.6878518560816418
maize,no_rival_no_block,Russia,0.007539749341996175,105.32583866687905,105.5193891935293,0.0018376357511133978,0.08664816216590876,-0.037723499682015764,-0.4353641062782733,-0.12437166184793114,0.0009405155617574431,-0.8355577349086959,0.0004984187627611709
maize,no_rival_no_block,EU,0.02017302211033214,105.32583866687905,105.48748372439024,0.0015347141741965942,0.010999530832524763,0.034392512068268405,3.1267253660103758,0.023392981235744514,0.0003326679194081181,-2.5513146033023233,0.013839978390573535
maize,no_rival_no_block,Ukraine,0.02973786250867428,105.32583866687905,107.27720794542563,0.018526975937199097,2.050594876066556,0.6920021964712554,0.3374641205573729,-1.3585926795953043,0.010834737754055827,-3.3123937770884866,0.01046902331083168
maize,no_rival_no_block,Kazakhstan,0.0004092363696304571,105.32583866687905,105.33367151111082,7.436773664393215e-05,0.004840360224670784,-0.00071656185945881,-0.14803895292886943,-0.00555692208413916,3.565044401524125e-05,-0.04799870834513461,3.7810973150837385e-05
maize,no_rival_no_block,Canada,0.0045220725512706995,105.32583866687905,105.3546452074279,0.00027349927532926976,4.770572985691666e-05,0.0033877693615836763,71.01388809571891,0.003340063631725343,6.662562656235778e-05,-0.5741704930996056,0.0018961279757990924
maize,no_rival_no_block,Australia,0.000477484100793267,105.32583866687905,105.35111169316542,0.00023995086681716238,0.019110456003868268,0.008661793039571784,0.45324889358048265,-0.010448662964321898,0.00013078797557079143,-0.05364057954889271,3.336835245773425e-05
maize,no_rival_no_block,Argentina,0.03736292169070784,105.32583866687905,114.96408200758772,0.09150882122279769,11.518800357525429,5.6039987376833365,0.4865088866673645,-5.9148016198420805,0.04579871853234257,-4.730021109581467,0.13030568300609938
maize,no_rival_no_block,Brazil,0.0585815496438555,105.32583866687905,115.69245579070879,0.09842425424797163,9.56492175181894,2.074256933810509,0.2168608366729244,-7.490664818008426,0.047300066862599785,-6.253511270241248,0.09507936182285487
maize,no_rival_no_block,India,0.012656575694634424,105.32583866687905,106.07051816585722,0.007070245140258669,1.3074587427464763,0.498349007934611,0.38115849597499973,-0.8091097348118836,0.002666233108782971,-1.4817392357750492,0.02093970402913724
maize,no_rival_no_block,Thailand,0.001546273200825621,105.32583866687905,105.49221751138577,0.0015796583878429082,0.06459983201551532,0.033973950799639,0.5259139186535233,-0.030625881215868844,3.8874081530660364e-05,-0.16583467238354643,0.009392309740767936
maize,no_rival_no_block,Vietnam,0.0010502275380892341,105.32583866687905,105.33301128798053,6.809934952589636e-05,9.267776715535757e-06,-0.0008816174855143281,-95.12718234098749,-0.0008908852622369068,1.6254899628808796e-05,-0.13328393907664804,0.0
maize,no_rival_no_block,China,0.1567183069601378,105.32583866687905,109.60440445342954,0.04062218578750265,4.508057639481912,1.1729014497943493,0.2601788937927477,-3.3351561896875808,0.019133394058433548,-18.6926902875687,0.0422241670159836
maize,no_rival_no_block,Egypt,0.0011182434371957036,105.32583866687905,105.33690127911085,0.00010503227291436268,0.00019444386773250248,-0.0013758401544586678,-7.075770352148203,-0.0015702840221933911,3.38483190514981e-05,-0.14045622875378191,7.35126224753941e-05
maize,no_rival_no_block,Indonesia,0.0024808048314435005,105.32583866687905,105.44399306335322,0.0011217987719791545,0.06905825785092792,-0.08203051403309233,-1.187845112023632,-0.1510887718840337,0.0006912315085192773,-0.231266256600545,0.0006677785167708729
maize,no_rival_no_block,Mexico,0.0014434048147063821,105.32583866687905,105.3341864874627,7.925710053013901e-05,2.9886340554370347e-05,0.0028244006178671757,94.50473244554384,0.0027945142772978215,1.5657644099876194e-05,-0.18366693257982547,0.001383662151545809
maize,no_rival_no_block,Nigeria,0.002705343845456065,105.32583866687905,105.34557145298635,0.00018734990726931855,0.00014280396027172642,-0.0022730733140476603,-15.917438912215541,-0.002415877274330569,4.431692385670956e-05,-0.34309337341374163,0.0
maize,no_rival_no_block,RestOfWorld,0.009631367912732346,105.32583866687905,106.98432113912627,0.01574620713434438,0.2767382467918663,-0.18577550900507955,-0.671304061360194,-0.4625137557969623,-0.001617808220735179,-0.9593007604890383,0.06914857262686278
rice,shipped,USA,0.04849498771201811,337.19787829687147,384.75062577784735,0.14102327013786864,1.264466245922117,0.15244866228258555,0.12056364713113538,-1.1120175836395312,0.15568735885084703,1.8012441741611747,0.05939423789045498
rice,shipped,Russia,0.002443284800251782,337.19787829687147,337.4529528048842,0.0007564534785955424,0.0015486939121207924,-0.0006252410219138417,-0.4037214952679915,-0.0021739349340315073,0.000834635028130003,-0.011825093425814762,0.0003314355404072477
rice,shipped,EU,0.005124350498927518,337.19787829687147,342.0585009789501,0.014414748712621828,0.011453873818071765,-0.038558585590885215,-3.3664231161729763,-0.05001245940895771,0.016456686984781026,0.2574991238595092,0.006937195306563871
rice,shipped,Ukraine,0.00017575964427663516,337.19787829687147,337.2515238734195,0.00015909227192945075,0.000135547194081947,-0.00035960334106671665,-2.6529751759325486,-0.0004951505351478147,0.0001792031021553132,0.0014875378466920886,7.557482210965855e-05
rice,shipped,Kazakhstan,0.00118531347262188,337.19787829687147,337.5502235164637,0.001044921223620543,0.002253892475861399,-0.001356149679576449,-0.6016922697513118,-0.003610042155436588,0.0011996550026652163,0.009646254286855468,0.00046426217979646044
rice,shipped,Australia,0.00035714194689777157,337.19787829687147,337.8809867582322,0.0020258385515681265,0.08917611550348402,0.02290691751202989,0.2568727891173387,-0.0662691979914527,0.002877368248962268,0.04599146771632442,0.00016039556500679666
rice,shipped,Argentina,0.002597400551044747,337.19787829687147,367.8654315272731,0.09094823901413074,0.6958035385425723,0.299566491743614,0.4305331536127065,-0.39623704679895866,0.10687693077207217,0.9512677926530367,0.03921271171447076
rice,shipped,Brazil,0.011786045481193105,337.19787829687147,358.0834786210673,0.06193870622699471,3.32992865799722,-0.408903338134492,-0.122796426029267,-3.738831996131715,0.06639184039955763,1.3670003928169028,0.006524367459585824
rice,shipped,India,0.0766019291210222,337.19787829687147,449.51977435831697,0.33310380429664654,1.6583626854194726,-0.34046727874463534,-0.20530326793895284,-1.9988299641641056,0.3834365852057331,3.563349753581695,0.1271113013925221
rice,shipped,Thailand,0.09124545380923442,337.19787829687147,674.7655580938746,1.001096689878357,8.29300536397583,1.3673745975213814,0.16488287870416077,-6.92563076645445,1.2114673887553418,10.265017571858374,0.36356867966066336
rice,shipped,Vietnam,0.16156392885336784,337.19787829687147,502.9534336219105,0.4915676105740696,1.5365532659261194,-0.2941207159862835,-0.19141589329089057,-1.8306739819124012,0.6066128047857938,5.885754685287911,0.18189433712545475
rice,shipped,China,0.5030864104738045,337.19787829687147,384.9832797281165,0.1417132328133286,0.9273936206404629,0.44965564891475873,0.48485954497317346,-0.47773797172570553,0.14154425898062004,-3.5739763973549277,0.049924552357125944
rice,shipped,Egypt,0.023934967297620843,337.19787829687147,351.3718946780668,0.04203471401654668,0.2467601355052192,-0.0654823025147588,-0.26536823859611547,-0.31224243801997886,0.0471776390234321,0.5984155096163114,0.01885098759053987
rice,shipped,Indonesia,0.04625579027821483,337.19787829687147,367.3421941241545,0.08939651690436734,8.207972865969943,-0.22673636642168,-0.02762391763765734,-8.434709232391622,0.10102016765890673,1.6783233152325987,2.017957208742187e-05
rice,shipped,RestOfWorld,0.02514723605950392,337.19787829687147,475.73087279898317,0.4108359020579193,0.8957397054470854,0.5393248297676216,0.602099947661058,-0.3564148756794623,0.4878077403402552,4.9944096960334505,0.1493354687970767
rice,no_ask_rival,USA,0.04849498771201811,337.19787829687147,366.48658425789904,0.08685910513126527,1.264466245922117,0.07909508122659761,0.06255214916307807,-1.1853711646955212,0.05324977338728715,0.987488399396801,0.0590451336722557
rice,no_ask_rival,Russia,0.002443284800251782,337.19787829687147,337.3664507482868,0.0004999214475096547,0.0015486939121207924,-0.0002523997050989077,-0.1629758489547297,-0.001801093617221028,0.00032022164639192223,-0.017145548837747288,0.0003314273302597296
rice,no_ask_rival,EU,0.005124350498927518,337.19787829687147,340.365408849367,0.009393684706719307,0.011453873818071765,-0.025313916251142436,-2.2100746571175325,-0.03676779006921649,0.006374368171327133,0.152077516435612,0.006936469014762826
rice,no_ask_rival,Ukraine,0.00017575964427663516,337.19787829687147,337.2331598252228,0.00010463152535100662,0.000135547194081947,-0.00023227840264155949,-1.7136349019599202,-0.0003678255967258792,6.910375102636671e-05,0.0003201357353625293,7.55744386032395e-05
rice,no_ask_rival,Kazakhstan,0.00118531347262188,337.19787829687147,337.42129184624645,0.0006625591789111152,0.002253892475861399,-0.0009676428070737934,-0.42932074951977334,-0.0032215352829361166,0.0004363177037537149,0.0018290151224757227,0.0004642384196040323
rice,no_ask_rival,Australia,0.00035714194689777157,337.19787829687147,337.8411605914758,0.0019077293660725303,0.08917611550348402,0.023394199546275866,0.26233705532241847,-0.0657819159572064,0.0026422634524605605,0.04311228349615215,0.0001603957209276543
rice,no_ask_rival,Argentina,0.002597400551044747,337.19787829687147,356.1201919199419,0.05611634841430124,0.6958035385425723,0.22888340507381122,0.3289483200289979,-0.4669201334687578,0.035021481959943854,0.7181379152896334,0.03912304597946522
rice,no_ask_rival,Brazil,0.011786045481193105,337.19787829687147,356.2366741277069,0.05646179011266961,3.32992865799722,-0.4183635082795444,-0.1256373788293616,-3.748292166276766,0.05583077657490133,1.2911105523710618,0.006519773005598239
rice,no_ask_rival,India,0.0766019291210222,337.19787829687147,396.84451967490594,0.1768891360743412,1.6583626854194726,-0.19812624497456854,-0.11947099794063067,-1.8564889303940397,0.10924961161349912,1.968093504308218,0.12580712751048562
rice,no_ask_rival,Thailand,0.09124545380923442,337.19787829687147,498.8465340836513,0.47938811656597435,8.29300536397583,1.0330171055226114,0.12456486643671513,-7.259988258453216,0.31712022074961704,5.723705238956941,0.3612688873320595
rice,no_ask_rival,Vietnam,0.16156392885336784,337.19787829687147,417.92427263874305,0.23940362480809996,1.5365532659261194,-0.27224830893906743,-0.17718117228755914,-1.8088015748651856,0.16918160007217944,2.618532730783993,0.18263571678154686
rice,no_ask_rival,China,0.5030864104738045,337.19787829687147,368.8798875714603,0.09395672782583686,0.9273936206404629,0.39341864085117284,0.4242196971114335,-0.5339749797892885,0.059796192162555925,-4.269414220955437,0.04985910805465671
rice,no_ask_rival,Egypt,0.023934967297620843,337.19787829687147,346.26305611466313,0.02688385189010778,0.2467601355052192,-0.021110518763770434,-0.0855507666201777,-0.26787065426898593,0.018106110508666687,0.3000007672285621,0.018828645200283618
rice,no_ask_rival,Indonesia,0.04625579027821483,337.19787829687147,367.33605358213396,0.08937830640419575,8.207972865969943,-0.2267560400597863,-0.027626314531315203,-8.43472890602973,0.10098838550829349,1.6780573007121387,2.017956924779872e-05
rice,no_ask_rival,RestOfWorld,0.02514723605950392,337.19787829687147,409.8606007577252,0.21548985666179354,0.8957397054470854,-0.1276833132833618,-0.14254510825735023,-1.0234230187304512,0.12674885747474654,3.3121738060510197,0.15094639355232525
rice,no_rival_no_block,USA,0.04849498771201811,337.19787829687147,341.28874126914417,0.01213193568398152,1.264466245922117,0.2974462034052816,0.2352345935405874,-0.9670200425168325,0.004485757827123316,-0.5243265373109796,0.05830118848054127
rice,no_rival_no_block,Russia,0.002443284800251782,337.19787829687147,337.2141985838746,4.839973218562221e-05,0.0015486939121207924,0.0014083083065044915,0.9093522583658538,-0.00014038560561502322,1.6181001264731795e-05,-0.027599024585615695,0.00033141160845075857
rice,no_rival_no_block,EU,0.005124350498927518,337.19787829687147,337.2551313132121,0.0001697905592696891,0.011453873818071765,0.011828805650041782,1.0327340634203999,0.0003749318319705708,4.958376024530708e-05,-0.05685967809678635,0.006934025880850868
rice,no_rival_no_block,Ukraine,0.00017575964427663516,337.19787829687147,337.19918620908555,3.878767626641633e-06,0.000135547194081947,0.00016440259428408756,1.212880837538368,2.8855400206140303e-05,1.1009837477412154e-06,-0.001968023664167854,7.557338129574768e-05
