crop,phi,corr,hike_0708,hike_1011
wheat,0.0,0.7294302298247307,2.2874395522605697,1.4418101128495093
wheat,0.55,0.7294302298247307,2.2874395522605697,1.4418101128495093
wheat,1.0,0.7294302298247307,2.2874395522605697,1.4418101128495093
maize,0.0,0.7865821413779951,2.2584292983756176,1.6367947486201078
maize,0.55,0.7865821413779951,2.2584292983756176,1.6367947486201078
maize,1.0,0.7865821413779951,2.2584292983756176,1.6367947486201078
rice,0.0,0.6770764287679304,1.7184381416808356,0.8209956533059256
rice,0.55,0.6770764287679304,1.7184381416808356,0.8209956533059256
rice,1.0,0.6770764287679304,1.7184381416808356,0.8209956533059256
