crop,mean_abs_gap,mean_rel_gap,max_rel_gap,mean_max_dask
wheat,13.076021443164102,0.0369407258074225,0.12678800075626745,27.002349609860456
maize,5.4875425756668665,0.032581310405409465,0.7535483202670243,12.026941958125867
rice,30.480394309428206,0.04556012771757166,0.27592479180447627,72.17989848919308
